date,week_number,sku_id,sku_name,category,warehouse_id,warehouse_name,unit_price,lead_time_days,festival_flag,promo_flag,demand_units,available_stock_units,fulfilled_units,stockout_flag
2024-12-22,51,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,1,0,1610,1298,1298,1
2024-12-29,52,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,1,0,1353,1472,1353,0
2025-01-05,53,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,912,1591,912,0
2025-01-12,54,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,833,2151,833,0
2025-01-19,55,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,904,1318,904,0
2025-01-26,56,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,721,1886,721,0
2025-02-02,57,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,1,1350,1165,1165,1
2025-02-09,58,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,865,1472,865,0
2025-02-16,59,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,868,2079,868,0
2025-02-23,60,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,993,1211,993,0
2025-03-02,61,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,1022,1690,1022,0
2025-03-09,62,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,1010,2140,1010,0
2025-03-16,63,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,1,1,1980,1130,1130,1
2025-03-23,64,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,1,0,1674,1472,1472,1
2025-03-30,65,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,1167,1472,1167,0
2025-04-06,66,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,1482,1777,1482,0
2025-04-13,67,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,1197,1767,1197,0
2025-04-20,68,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,1338,2042,1338,0
2025-04-27,69,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,1270,2176,1270,0
2025-05-04,70,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,1597,2378,1597,0
2025-05-11,71,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,1568,2253,1568,0
2025-05-18,72,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,1133,2157,1133,0
2025-05-25,73,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,1351,2496,1351,0
2025-06-01,74,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,1368,1145,1145,1
2025-06-08,75,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,1275,1472,1275,0
2025-06-15,76,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,1249,1669,1249,0
2025-06-22,77,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,1218,1892,1218,0
2025-06-29,78,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,1265,2146,1265,0
2025-07-06,79,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,808,2353,808,0
2025-07-13,80,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,1250,1545,1250,0
2025-07-20,81,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,1211,1767,1211,0
2025-07-27,82,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,1146,2028,1146,0
2025-08-03,83,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,920,2354,920,0
2025-08-10,84,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,944,1434,944,0
2025-08-17,85,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,1258,1962,1258,0
2025-08-24,86,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,1208,2176,1208,0
2025-08-31,87,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,944,2440,944,0
2025-09-07,88,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,891,1496,891,0
2025-09-14,89,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,958,2077,958,0
2025-09-21,90,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,978,1119,978,0
2025-09-28,91,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,878,1613,878,0
2025-10-05,92,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,1,0,1890,2207,1890,0
2025-10-12,93,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,1,0,1801,1789,1789,1
2025-10-19,94,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,1,0,1746,1472,1472,1
2025-10-26,95,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,1,1,2131,1472,1472,1
2025-11-02,96,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,1,0,2007,1472,1472,1
2025-11-09,97,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,1,0,1681,1472,1472,1
2025-11-16,98,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,1323,1472,1323,0
2025-11-23,99,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,1046,1621,1046,0
2025-11-30,100,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,1037,2047,1037,0
2025-12-07,101,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,1,1359,2482,1359,0
2025-12-14,102,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,0,0,1223,1123,1123,1
2025-12-21,103,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,1,0,1434,1472,1434,0
2025-12-28,104,SKU03,Strong Beer 650ml,Beer,WH01,North DC,140,6,1,0,1655,1510,1510,1
2024-01-07,1,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,429,563,429,0
2024-01-14,2,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,453,778,453,0
2024-01-21,3,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,390,969,390,0
2024-01-28,4,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,450,579,450,0
2024-02-04,5,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,372,773,372,0
2024-02-11,6,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,296,1046,296,0
2024-02-18,7,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,328,750,328,0
2024-02-25,8,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,407,1066,407,0
2024-03-03,9,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,517,658,517,0
2024-03-10,10,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,1,0,757,786,757,0
2024-03-17,11,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,1,0,764,672,672,1
2024-03-24,12,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,1,0,801,644,644,1
2024-03-31,13,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,498,644,498,0
2024-04-07,14,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,634,790,634,0
2024-04-14,15,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,520,800,520,0
2024-04-21,16,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,580,924,580,0
2024-04-28,17,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,654,988,654,0
2024-05-05,18,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,581,978,581,0
2024-05-12,19,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,640,1041,640,0
2024-05-19,20,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,526,1045,526,0
2024-05-26,21,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,620,519,519,1
2024-06-02,22,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,622,644,622,0
2024-06-09,23,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,448,666,448,0
2024-06-16,24,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,577,862,577,0
2024-06-23,25,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,570,929,570,0
2024-06-30,26,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,615,1003,615,0
2024-07-07,27,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,487,1032,487,0
2024-07-14,28,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,629,545,545,1
2024-07-21,29,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,1,725,644,644,1
2024-07-28,30,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,512,644,512,0
2024-08-04,31,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,429,776,429,0
2024-08-11,32,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,360,991,360,0
2024-08-18,33,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,427,631,427,0
2024-08-25,34,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,423,848,423,0
2024-09-01,35,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,546,1069,546,0
2024-09-08,36,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,445,523,445,0
2024-09-15,37,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,1,592,722,592,0
2024-09-22,38,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,1,488,774,488,0
2024-09-29,39,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,463,930,463,0
2024-10-06,40,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,1,0,546,1111,546,0
2024-10-13,41,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,1,0,874,565,565,1
2024-10-20,42,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,1,0,685,644,644,1
2024-10-27,43,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,1,0,657,644,644,1
2024-11-03,44,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,1,0,747,644,644,1
2024-11-10,45,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,1,0,835,644,644,1
2024-11-17,46,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,416,644,416,0
2024-11-24,47,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,372,872,372,0
2024-12-01,48,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,451,500,451,0
2024-12-08,49,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,384,693,384,0
2024-12-15,50,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,417,953,417,0
2024-12-22,51,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,1,0,587,536,536,1
2024-12-29,52,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,1,0,651,644,644,1
2025-01-05,53,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,421,644,421,0
2025-01-12,54,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,435,867,435,0
2025-01-19,55,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,1,700,1076,700,0
2025-01-26,56,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,1,464,1020,464,0
2025-02-02,57,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,500,556,500,0
2025-02-09,58,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,292,700,292,0
2025-02-16,59,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,369,1052,369,0
2025-02-23,60,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,441,683,441,0
2025-03-02,61,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,486,886,486,0
2025-03-09,62,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,527,1044,527,0
2025-03-16,63,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,1,0,760,517,517,1
2025-03-23,64,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,1,0,788,644,644,1
2025-03-30,65,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,492,644,492,0
2025-04-06,66,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,587,796,587,0
2025-04-13,67,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,592,853,592,0
2025-04-20,68,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,577,905,577,0
2025-04-27,69,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,562,972,562,0
2025-05-04,70,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,571,1054,571,0
2025-05-11,71,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,604,483,483,1
2025-05-18,72,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,606,644,606,0
2025-05-25,73,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,543,682,543,0
2025-06-01,74,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,523,783,523,0
2025-06-08,75,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,1,590,904,590,0
2025-06-15,76,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,716,958,716,0
2025-06-22,77,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,503,886,503,0
2025-06-29,78,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,534,1027,534,0
2025-07-06,79,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,551,493,493,1
2025-07-13,80,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,420,644,420,0
2025-07-20,81,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,400,868,400,0
2025-07-27,82,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,473,1112,473,0
2025-08-03,83,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,492,639,492,0
2025-08-10,84,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,440,791,440,0
2025-08-17,85,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,556,995,556,0
2025-08-24,86,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,478,1083,478,0
2025-08-31,87,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,374,605,374,0
2025-09-07,88,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,449,875,449,0
2025-09-14,89,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,1,446,1070,446,0
2025-09-21,90,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,474,624,474,0
2025-09-28,91,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,420,794,420,0
2025-10-05,92,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,1,1,1065,1018,1018,1
2025-10-12,93,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,1,0,958,644,644,1
2025-10-19,94,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,1,0,954,644,644,1
2025-10-26,95,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,1,0,789,644,644,1
2025-11-02,96,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,1,0,883,644,644,1
2025-11-09,97,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,1,0,772,644,644,1
2025-11-16,98,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,459,644,459,0
2025-11-23,99,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,366,829,366,0
2025-11-30,100,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,406,1107,406,0
2025-12-07,101,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,480,701,480,0
2025-12-14,102,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,0,0,355,865,355,0
2025-12-21,103,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,1,0,683,510,510,1
2025-12-28,104,SKU04,Craft IPA 330ml,Beer,WH01,North DC,180,8,1,0,691,644,644,1
2024-01-07,1,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,1,1234,1288,1234,0
2024-01-14,2,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,1,941,1526,941,0
2024-01-21,3,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,735,2057,735,0
2024-01-28,4,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1033,1322,1033,0
2024-02-04,5,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,944,1761,944,0
2024-02-11,6,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,888,2289,888,0
2024-02-18,7,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,753,1401,753,0
2024-02-25,8,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,883,2120,883,0
2024-03-03,9,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,928,1237,928,0
2024-03-10,10,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,1,0,1901,1781,1781,1
2024-03-17,11,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,1,0,1441,1472,1441,0
2024-03-24,12,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,1,0,1668,1503,1503,1
2024-03-31,13,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1178,1472,1178,0
2024-04-07,14,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1354,1766,1354,0
2024-04-14,15,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1194,1884,1194,0
2024-04-21,16,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1360,2162,1360,0
2024-04-28,17,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1389,2274,1389,0
2024-05-05,18,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,1,1609,2357,1609,0
2024-05-12,19,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1336,2220,1336,0
2024-05-19,20,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1237,2356,1237,0
2024-05-26,21,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1443,1119,1119,1
2024-06-02,22,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1260,1472,1260,0
2024-06-09,23,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1059,1684,1059,0
2024-06-16,24,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1352,2097,1352,0
2024-06-23,25,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,1,1396,2217,1396,0
2024-06-30,26,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1474,2293,1474,0
2024-07-07,27,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,1,1430,2291,1430,0
2024-07-14,28,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,839,2333,839,0
2024-07-21,29,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1206,1494,1206,0
2024-07-28,30,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1131,1760,1131,0
2024-08-04,31,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1034,2101,1034,0
2024-08-11,32,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,959,2539,959,0
2024-08-18,33,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1094,1580,1094,0
2024-08-25,34,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,877,1958,877,0
2024-09-01,35,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1062,2553,1062,0
2024-09-08,36,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,994,1491,994,0
2024-09-15,37,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,765,1969,765,0
2024-09-22,38,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,757,1204,757,0
2024-09-29,39,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,926,1919,926,0
2024-10-06,40,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,1,0,1564,2465,1564,0
2024-10-13,41,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,1,0,1331,2373,1331,0
2024-10-20,42,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,1,0,1484,2514,1484,0
2024-10-27,43,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,1,0,1702,2502,1702,0
2024-11-03,44,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,1,0,1567,2272,1567,0
2024-11-10,45,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,1,0,2223,2177,2177,1
2024-11-17,46,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,891,1472,891,0
2024-11-24,47,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1105,2053,1105,0
2024-12-01,48,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1159,2420,1159,0
2024-12-08,49,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,911,1261,911,0
2024-12-15,50,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,903,1822,903,0
2024-12-22,51,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,1,0,1373,2391,1373,0
2024-12-29,52,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,1,0,1433,2490,1433,0
2025-01-05,53,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,932,2529,932,0
2025-01-12,54,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,839,1597,839,0
2025-01-19,55,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1018,2230,1018,0
2025-01-26,56,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,935,1212,935,0
2025-02-02,57,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1257,1749,1257,0
2025-02-09,58,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1092,1964,1092,0
2025-02-16,59,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,939,2344,939,0
2025-02-23,60,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1052,1405,1052,0
2025-03-02,61,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1206,1825,1206,0
2025-03-09,62,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1281,2091,1281,0
2025-03-16,63,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,1,0,1434,2282,1434,0
2025-03-23,64,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,1,0,1543,2320,1543,0
2025-03-30,65,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1022,2249,1022,0
2025-04-06,66,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1335,1227,1227,1
2025-04-13,67,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,779,1472,779,0
2025-04-20,68,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1199,2165,1199,0
2025-04-27,69,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1553,2438,1553,0
2025-05-04,70,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1160,2357,1160,0
2025-05-11,71,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1382,1197,1197,1
2025-05-18,72,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1394,1472,1394,0
2025-05-25,73,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1412,1550,1412,0
2025-06-01,74,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1463,1610,1463,0
2025-06-08,75,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1512,1619,1512,0
2025-06-15,76,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1599,1579,1579,1
2025-06-22,77,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1292,1472,1292,0
2025-06-29,78,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1218,1652,1218,0
2025-07-06,79,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1212,1906,1212,0
2025-07-13,80,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1211,2166,1211,0
2025-07-20,81,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,1,1588,2427,1588,0
2025-07-27,82,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,951,2311,951,0
2025-08-03,83,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1099,1360,1099,0
2025-08-10,84,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,845,1733,845,0
2025-08-17,85,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1042,2360,1042,0
2025-08-24,86,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,962,1318,962,0
2025-08-31,87,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1159,1828,1159,0
2025-09-07,88,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,838,2141,838,0
2025-09-14,89,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,1036,1303,1036,0
2025-09-21,90,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,1,1331,1739,1331,0
2025-09-28,91,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,0,0,972,1880,972,0
2025-10-05,92,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,1,0,1870,2380,1870,0
2025-10-12,93,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,1,0,1728,1982,1728,0
2025-10-19,94,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,1,0,1864,1726,1726,1
2025-10-26,95,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,1,0,1918,1472,1472,1
2025-11-02,96,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,1,1,2154,1472,1472,1
2025-11-09,97,SKU05,Premium Lager 500ml,Beer,WH01,North DC,150,6,1,1,2265,1472,1472,1
